pair_number,left_position,right_position,left_row_id,right_row_id,left_payload_group_id,right_payload_group_id,same_payload_group,left_label,right_label,left_text_sha256,right_text_sha256,left_normalized_text_sha256,right_normalized_text_sha256,normalized_text_exact,cosine_similarity,left_prompt_template_id,right_prompt_template_id,left_model_id,right_model_id,left_codec_id,right_codec_id
37,6776,8172,detector_pair__e43e89ac1fba6db8a90419da__rankcloak,detector_pair__19c220c733b33ed332dc5baa__rankcloak,revision_v1_hmac_sha256_hex_033,revision_v1_token_128_bit_hex_000,False,1,1,105d1db1969bf105df83e053e90637231c8ca322d1f3d0daeee9b64ecad8e0d0,c4201a5ead48983a66dc85a2b54f71d2c76adac5331d5b9f95b7e2676eee44b7,4f280690022138a9aba57a787892283e722d059529997f06d6e4564a085086c3,777049f9b27ae00b565fc5d52927414cb6763206e1e9728778803355919e550b,False,0.9897924661636353,casual_neighborhood_chat,explain_biological_process,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,segmented_hex_multi_topic
38,7447,7451,detector_pair__e009ad180ad4ba9a1244e2de__ordinary_control,detector_pair__6ec57def087ae7075cbc87f8__ordinary_control,revision_v1_nonce_96_bit_hex_015,revision_v1_nonce_96_bit_hex_015,True,0,0,a2870fdab67ea8de3244fb7793b7d68cf936f0231c437bc36ead80848b8e753e,a2870fdab67ea8de3244fb7793b7d68cf936f0231c437bc36ead80848b8e753e,c5e16815d671294fe69fed136d8774e644ee559edfbca1dff0fc83cc5290bbd2,c5e16815d671294fe69fed136d8774e644ee559edfbca1dff0fc83cc5290bbd2,True,1.0,professional_project_update,professional_project_update,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,segmented_hex_single_topic
39,7471,7751,detector_pair__bfe74909c89591c16b2b831b__ordinary_control,detector_pair__10b180cb50c3cba5e89e373b__ordinary_control,revision_v1_nonce_96_bit_hex_016,revision_v1_nonce_96_bit_hex_034,False,0,0,3649d09ebba3667384f87593c304469e4e908fdc01a4f7b54f42dadde3d04d4d,a96b5f0145f072af6049fda85e266f0e2ac14e23337d83e622142abea4003d22,309370d8937e87904ed71aab0936d732610cfc037f449609f10c0795e2de3247,f984771365e5d5c7d36431609e95cb7a4af5b943307b1d1b8f1b09e5ae70744a,False,0.9536961317062378,forum_practical_answer,forum_practical_answer,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,nonseg_hex_nibble_b16
40,7535,7823,detector_pair__f39cd7adca8539d94f09e09a__ordinary_control,detector_pair__61e2bc3abf585d85b5484d83__ordinary_control,revision_v1_nonce_96_bit_hex_020,revision_v1_nonce_96_bit_hex_038,False,0,0,788831b854b05930399bca4a53468ecf3bf2ad9e3e4d25961d676f91d8167fb9,6365d85b734bd566579362cf25bbd719403325529a235b1f4f8440cb669c2318,fb7af943cd4797f29d762ba201a457b37da0a1ccf17008834e8ddda3bc3ca5ff,791b1b8e548e52617bd6829846e107f40d98fe350b67a19dc9931ae143ab1dd0,False,0.9812346696853638,casual_hobby_chat,casual_hobby_chat,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,segmented_hex_multi_topic
41,7535,7819,detector_pair__f39cd7adca8539d94f09e09a__ordinary_control,detector_pair__65f641a48c34b928a59a369e__ordinary_control,revision_v1_nonce_96_bit_hex_020,revision_v1_nonce_96_bit_hex_038,False,0,0,788831b854b05930399bca4a53468ecf3bf2ad9e3e4d25961d676f91d8167fb9,067f99c807b2a64c5c04cb034f60cf08c18dbcc0a47f7e3d78ed0da2b97276a7,fb7af943cd4797f29d762ba201a457b37da0a1ccf17008834e8ddda3bc3ca5ff,70c93571d1abb587ae66cfd8c70644ea764e910f1bd1b97075aeae2e98cc7c85,False,0.964357316493988,casual_hobby_chat,casual_hobby_chat,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,segmented_hex_single_topic
42,7624,7628,detector_pair__36b4cf7c4eed5a9557721563__rankcloak,detector_pair__f9db83cc35ecfed7c6e10180__rankcloak,revision_v1_nonce_96_bit_hex_026,revision_v1_nonce_96_bit_hex_026,True,1,1,ba1151fff1a25a4925ecee98b835b884f9f60bae85ca55db72ed284f9f7ad7e6,934ddf53e6a0887697a7f1e4562c35f81705af47b9ca5837926243caf4f523f2,f8015d2a46b6274169b508bbdaf5ea86ba85cc1646cf5ab7f6c60b2977406078,b0498fa71ebbd7150cfa3490d8cdc12c3caddec9380f4b71a3a96c106236fd93,False,0.998583197593689,casual_neighborhood_chat,casual_neighborhood_chat,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,segmented_hex_multi_topic
43,7624,8172,detector_pair__36b4cf7c4eed5a9557721563__rankcloak,detector_pair__19c220c733b33ed332dc5baa__rankcloak,revision_v1_nonce_96_bit_hex_026,revision_v1_token_128_bit_hex_000,False,1,1,ba1151fff1a25a4925ecee98b835b884f9f60bae85ca55db72ed284f9f7ad7e6,c4201a5ead48983a66dc85a2b54f71d2c76adac5331d5b9f95b7e2676eee44b7,f8015d2a46b6274169b508bbdaf5ea86ba85cc1646cf5ab7f6c60b2977406078,777049f9b27ae00b565fc5d52927414cb6763206e1e9728778803355919e550b,False,0.9968094825744629,casual_neighborhood_chat,explain_biological_process,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,segmented_hex_multi_topic
44,7628,8172,detector_pair__f9db83cc35ecfed7c6e10180__rankcloak,detector_pair__19c220c733b33ed332dc5baa__rankcloak,revision_v1_nonce_96_bit_hex_026,revision_v1_token_128_bit_hex_000,False,1,1,934ddf53e6a0887697a7f1e4562c35f81705af47b9ca5837926243caf4f523f2,c4201a5ead48983a66dc85a2b54f71d2c76adac5331d5b9f95b7e2676eee44b7,b0498fa71ebbd7150cfa3490d8cdc12c3caddec9380f4b71a3a96c106236fd93,777049f9b27ae00b565fc5d52927414cb6763206e1e9728778803355919e550b,False,0.9974367022514343,casual_neighborhood_chat,explain_biological_process,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,segmented_hex_multi_topic
45,7697,7707,detector_pair__bf08b994ceb18d2853f699ee__ordinary_control,detector_pair__db794072ed4fa8f2cc00c7c8__ordinary_control,revision_v1_nonce_96_bit_hex_031,revision_v1_nonce_96_bit_hex_031,True,0,0,7662c3073f29ce677282a7fa1bb28fe2e0f96d780d4d518daee0188a800529d1,f2f821a5c3bd7f5b3640c0a4332cced681adcae6cb4d423860fe5082c3127f81,5f994d938c699c46841f4afc70e622ad6efa44e910779b05ccdff3948d9e65a2,701091a849dd0070663c0b0e24e3e30b15ffd455f2093f661f6d7af19a0d57ee,False,0.9949789643287659,explain_weather_pattern,explain_weather_pattern,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,segmented_hex_single_topic
46,7819,8103,detector_pair__65f641a48c34b928a59a369e__ordinary_control,detector_pair__0d2feb58264e97727b62716d__ordinary_control,revision_v1_nonce_96_bit_hex_038,revision_v1_nonce_96_bit_hex_056,False,0,0,067f99c807b2a64c5c04cb034f60cf08c18dbcc0a47f7e3d78ed0da2b97276a7,90fd58a20015367566c03f1f998fc110e2070cb2b9841cc519df328490387956,70c93571d1abb587ae66cfd8c70644ea764e910f1bd1b97075aeae2e98cc7c85,c71dfba4af24d1db56f485bb626a42fb72c745cd13c3be57eba410e11f7707fc,False,0.9810655117034912,casual_hobby_chat,casual_hobby_chat,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,nonseg_hex_nibble_b16
47,7823,8103,detector_pair__61e2bc3abf585d85b5484d83__ordinary_control,detector_pair__0d2feb58264e97727b62716d__ordinary_control,revision_v1_nonce_96_bit_hex_038,revision_v1_nonce_96_bit_hex_056,False,0,0,6365d85b734bd566579362cf25bbd719403325529a235b1f4f8440cb669c2318,90fd58a20015367566c03f1f998fc110e2070cb2b9841cc519df328490387956,791b1b8e548e52617bd6829846e107f40d98fe350b67a19dc9931ae143ab1dd0,c71dfba4af24d1db56f485bb626a42fb72c745cd13c3be57eba410e11f7707fc,False,0.9650764465332031,casual_hobby_chat,casual_hobby_chat,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,nonseg_hex_nibble_b16
48,8194,9090,detector_pair__43597f1760f7bd164229c0f4__rankcloak,detector_pair__f9705ae5da3f880ffff05375__rankcloak,revision_v1_token_128_bit_hex_002,revision_v1_token_128_bit_hex_058,False,1,1,21b03e14a8c153263051b5702ef1bef4acbe2f7f9874088e601d844abd709554,c362ff5ccb3f21e0a9a3c71946f06d8ad20f0cca2429265fa85ad9acf14104a2,df186725a6507a5ee1b8443e3bd22b1074becdf862a0ac2f5502107716a7ae17,9b902b5e83a668bd2abd952bb22e3ef4f524807ff191d1de7d6bd0694df26777,False,0.9548876881599426,professional_process_email,procedure_garden_task,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,nonseg_ascii_b8
49,8194,9128,detector_pair__43597f1760f7bd164229c0f4__rankcloak,detector_pair__e9bf8528b1101eadf9f625b6__rankcloak,revision_v1_token_128_bit_hex_002,revision_v1_uuid_v4_001,False,1,1,21b03e14a8c153263051b5702ef1bef4acbe2f7f9874088e601d844abd709554,f821ef37d276e51049ddc6186e49807c68309fc62010215cfa2bb730468ff1e0,df186725a6507a5ee1b8443e3bd22b1074becdf862a0ac2f5502107716a7ae17,678a2e27fa38c2ac7218c823b6ff5eb9d9b58bb9a31ae62777fa2fa35d7e04fb,False,0.9519932866096497,professional_process_email,professional_project_update,mistral_7b_instruct_v0_3_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,nonseg_ascii_b8
50,11008,14430,detector_pair__06c04e4ffb6e50e698a3f876__rankcloak,detector_pair__3254af7504033dc849ca926c__rankcloak,revision_v1_sha256_hex_028,revision_v1_uuid_v4_005,False,1,1,dc05d1cff501fd7c07c33ee0cf03d034b3b2176494c00768ec292aa6d0e1257e,587c05d4f6072cbaabd4bcde39450d9ecad041fd1036025864f79e990024d8f0,53b2f9daae2e302759bdc5f4225a5d8a12bd5a9a8ee0f544a2869bc310dfa250,9a9ae8ee31aad45878fda55abc19449c04a0afcb1a96e3e169ee3912b075622f,False,0.9999999403953552,explain_biological_process,narrative_learning_moment,qwen2_5_7b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,direct_subword_calgacus
51,12737,13035,detector_pair__9e760b4e3d1b9389c694919c__ordinary_control,detector_pair__7da00419a47a083916ffbe23__ordinary_control,revision_v1_nonce_96_bit_hex_016,revision_v1_nonce_96_bit_hex_034,False,0,0,0599d7751c6711210d9789bf35bde10660d27db8469d8842481e8f8b3d1118d0,92360fe3a7f9693c307dc7d1af342b06629113132a8347d26b693de395dee82c,268dec010cac97696d7e953f4afb8eddf2062d579db050154fc28fee504136b3,0eae991d50583b97960c3517d6444f973d4942538fdfda2d3250f2e6ec4c4112,False,0.9872332215309143,professional_process_email,professional_process_email,qwen2_5_7b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,segmented_hex_single_topic
52,12929,13231,detector_pair__d0d2942b7ea9413b20cae06a__ordinary_control,detector_pair__761ad38b5fdde48a5b6a9c8d__ordinary_control,revision_v1_nonce_96_bit_hex_028,revision_v1_nonce_96_bit_hex_046,False,0,0,7a278ddcfaed628568b364fff7da2fafe83610141d2cc8337868758c5bef23e5,fff23f7f576b63164eeff492968ffa797cee37785da6a24e9272904720bc8566,f427445f29b4de8c121385dd720f8593ad2f8812b5743fd30216c7fc3a124696,fd7cad111442e12e778b32d85df8dd2cdbaf8a5823b67a7f40d7f55f666c6233,False,0.9583454132080078,professional_schedule_note,professional_schedule_note,qwen2_5_7b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,segmented_hex_multi_topic
53,14071,14701,detector_pair__9b6c0f9e36410e3300d1c44b__ordinary_control,detector_pair__996f64a4b102d775b3ddcdf0__ordinary_control,revision_v1_token_128_bit_hex_039,revision_v1_uuid_v4_050,False,0,0,3b2d9d73228af316e7006460b8b6808d978a6c91cb63ccaf5f8404257a959064,d5badeb8491d86c9f46af980a26ce5e44a214b743dfda44a11a12fb620a36f17,b8477f1b94bd037068ae3c8a8fc4656c41770da29ce048d0790dc4b4a1edeaa5,16cede01207380c170f0981dba013db949c8b0764d609cfa0d0ae8f2c29542dc,False,0.9654322862625122,professional_schedule_note,professional_schedule_note,qwen2_5_7b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,direct_subword_calgacus
