failure_id,trial_id,source_trial_id,robustness_family,replay_mode,transformation_id,mitigation_id,source_model_id,model_id,payload_name,prompt_category,segment_index,failure_category,failure_mechanism,mechanism_basis,mechanism_scope,first_differing_position,expected_token_id,recovered_token_id,expected_rank,recovered_rank,alphabet_size_B,recovered_rank_out_of_bound,token_length_changed,rank_length_changed,context_sha256,boundary_start_offset,boundary_end_offset,divergence_fields_availability
failure__5752141f95c19fe3bc67a64f,revision_v1_robustness_v2_payload_fidelity_v2__546b59eed0f31da7add8,revision_v1_primary_v2_payload_fidelity_v2__3a5616e605b1d3665f79,raw_transmission,transformed_text_retokenized,character_deletion,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_009,personal_narrative_blog,2,raw_transmission,content_edit_tokenization_divergence,character_deletion,descriptive_first_divergence_not_causal_proof,2,1518.0,513.0,10,1432.0,16,True,False,False,fb47916f6f2d7e49bf52943d1ae7f3d7e064a148f69aadc66aa3d8558089b0c2,0,8,recorded
failure__c9940709e8e7936b985d5701,revision_v1_robustness_v2_payload_fidelity_v2__0c2893f7bc82b0a859e9,revision_v1_primary_v2_payload_fidelity_v2__3a5616e605b1d3665f79,raw_transmission,transformed_text_retokenized,character_substitution,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_009,personal_narrative_blog,1,raw_transmission,content_edit_tokenization_divergence,character_substitution,descriptive_first_divergence_not_causal_proof,4,33596.0,14961.0,14,15059.0,16,True,False,False,e482688f384ca828a7b2fb6a2b1a729ee0c8c5cbfb36b7241d1092cd3accf152,0,8,recorded
failure__a4b55320e9d95b7aaf662672,revision_v1_robustness_v2_payload_fidelity_v2__a476d58ea2004e6775dc,revision_v1_primary_v2_payload_fidelity_v2__3a5616e605b1d3665f79,raw_transmission,transformed_text_retokenized,token_deletion,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_009,personal_narrative_blog,1,raw_transmission,content_edit_tokenization_divergence,token_deletion,descriptive_first_divergence_not_causal_proof,3,11.0,33596.0,3,497.0,16,True,False,False,e482688f384ca828a7b2fb6a2b1a729ee0c8c5cbfb36b7241d1092cd3accf152,0,8,recorded
failure__dbb3558acfa70921347893dc,revision_v1_robustness_v2_payload_fidelity_v2__b6386efc3268109ad162,revision_v1_primary_v2_payload_fidelity_v2__3a5616e605b1d3665f79,raw_transmission,transformed_text_retokenized,paraphrase,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_009,personal_narrative_blog,0,raw_transmission,semantic_rewrite_divergence,paraphrase transformation,descriptive_first_divergence_not_causal_proof,0,1035.0,358.0,2,17.0,16,True,False,False,55ccec68854352746c2089208c54da9e0b24ac8c3f03cec88e3a7b028661ebf5,0,8,recorded
failure__dcdca93b639eb9609ad85158,revision_v1_robustness_v2_payload_fidelity_v2__e1df8f0dd350785abeac,revision_v1_primary_v2_payload_fidelity_v2__06ada87260e18e5331a5,raw_transmission,transformed_text_retokenized,line_endings,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_010,factual_explanatory,1,raw_transmission,whitespace_or_markup_tokenization_divergence,line_endings,descriptive_first_divergence_not_causal_proof,0,4815.0,24226.0,2,,16,False,False,True,fb47916f6f2d7e49bf52943d1ae7f3d7e064a148f69aadc66aa3d8558089b0c2,0,8,recorded
failure__8b48217e7441c5b636d5b0d7,revision_v1_robustness_v2_payload_fidelity_v2__2f590976b50b1e4fe96f,revision_v1_primary_v2_payload_fidelity_v2__06ada87260e18e5331a5,raw_transmission,transformed_text_retokenized,whitespace_trim,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_010,factual_explanatory,0,raw_transmission,whitespace_or_markup_tokenization_divergence,whitespace_trim,descriptive_first_divergence_not_causal_proof,0,5810.0,8586.0,14,14352.0,16,True,False,False,e482688f384ca828a7b2fb6a2b1a729ee0c8c5cbfb36b7241d1092cd3accf152,0,8,recorded
failure__bd694d19a78cc18cc40b037a,revision_v1_robustness_v2_payload_fidelity_v2__2f279d5fee80d37a9c11,revision_v1_primary_v2_payload_fidelity_v2__06ada87260e18e5331a5,raw_transmission,transformed_text_retokenized,whitespace_collapse,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_010,factual_explanatory,0,raw_transmission,whitespace_or_markup_tokenization_divergence,whitespace_collapse,descriptive_first_divergence_not_causal_proof,0,5810.0,8586.0,14,14352.0,16,True,False,False,e482688f384ca828a7b2fb6a2b1a729ee0c8c5cbfb36b7241d1092cd3accf152,0,8,recorded
failure__6528e291d18453a5eac15e54,revision_v1_robustness_v2_payload_fidelity_v2__29c15721d128f0359066,revision_v1_primary_v2_payload_fidelity_v2__06ada87260e18e5331a5,raw_transmission,transformed_text_retokenized,quote_conversion,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_010,factual_explanatory,0,raw_transmission,quotation_tokenization_divergence,quote_conversion,descriptive_first_divergence_not_causal_proof,1,596.0,753.0,1,4.0,16,False,False,False,e482688f384ca828a7b2fb6a2b1a729ee0c8c5cbfb36b7241d1092cd3accf152,0,8,recorded
failure__f6cdfca469fb315572acb05e,revision_v1_robustness_v2_payload_fidelity_v2__505027415b280c566bcc,revision_v1_primary_v2_payload_fidelity_v2__06ada87260e18e5331a5,raw_transmission,transformed_text_retokenized,markdown_copy_paste,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_010,factual_explanatory,0,raw_transmission,whitespace_or_markup_tokenization_divergence,markdown_copy_paste,descriptive_first_divergence_not_causal_proof,0,5810.0,29.0,14,,16,False,False,True,e482688f384ca828a7b2fb6a2b1a729ee0c8c5cbfb36b7241d1092cd3accf152,0,8,recorded
failure__40f550e691d96dcf2564b4a5,revision_v1_robustness_v2_payload_fidelity_v2__3fad6cfe6c17052df946,revision_v1_primary_v2_payload_fidelity_v2__06ada87260e18e5331a5,raw_transmission,transformed_text_retokenized,character_insertion,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_010,factual_explanatory,1,raw_transmission,content_edit_tokenization_divergence,character_insertion,descriptive_first_divergence_not_causal_proof,3,6498.0,3365.0,15,4426.0,16,True,False,False,fb47916f6f2d7e49bf52943d1ae7f3d7e064a148f69aadc66aa3d8558089b0c2,0,8,recorded
failure__58af603485651a40ea42a138,revision_v1_robustness_v2_payload_fidelity_v2__e17188aebcf22d120507,revision_v1_primary_v2_payload_fidelity_v2__06ada87260e18e5331a5,raw_transmission,transformed_text_retokenized,character_deletion,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_010,factual_explanatory,0,raw_transmission,content_edit_tokenization_divergence,character_deletion,descriptive_first_divergence_not_causal_proof,2,1063.0,91567.0,15,76158.0,16,True,False,False,e482688f384ca828a7b2fb6a2b1a729ee0c8c5cbfb36b7241d1092cd3accf152,0,8,recorded
failure__367610b7b25dda9cadb724df,revision_v1_robustness_v2_payload_fidelity_v2__5de64b395c0acf6cbba6,revision_v1_primary_v2_payload_fidelity_v2__06ada87260e18e5331a5,raw_transmission,transformed_text_retokenized,character_substitution,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_010,factual_explanatory,1,raw_transmission,content_edit_tokenization_divergence,character_substitution,descriptive_first_divergence_not_causal_proof,5,17959.0,1709.0,8,2531.0,16,True,False,False,fb47916f6f2d7e49bf52943d1ae7f3d7e064a148f69aadc66aa3d8558089b0c2,0,8,recorded
failure__b97f22f4062f7293657ea820,revision_v1_robustness_v2_payload_fidelity_v2__6b833b7b87e7a0e63234,revision_v1_primary_v2_payload_fidelity_v2__06ada87260e18e5331a5,raw_transmission,transformed_text_retokenized,token_deletion,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_010,factual_explanatory,3,raw_transmission,content_edit_tokenization_divergence,token_deletion,descriptive_first_divergence_not_causal_proof,6,10464.0,6300.0,14,1482.0,16,True,False,False,979690eefcf7386fa0fd4e9c83f5cf417d6961a7eb2e42098933c0b7b9764308,0,8,recorded
failure__390f16d4b00e1429646dafc5,revision_v1_robustness_v2_payload_fidelity_v2__1870412f658281813132,revision_v1_primary_v2_payload_fidelity_v2__06ada87260e18e5331a5,raw_transmission,transformed_text_retokenized,paraphrase,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_010,factual_explanatory,0,raw_transmission,semantic_rewrite_divergence,paraphrase transformation,descriptive_first_divergence_not_causal_proof,0,5810.0,12220.0,14,486.0,16,True,False,False,e482688f384ca828a7b2fb6a2b1a729ee0c8c5cbfb36b7241d1092cd3accf152,0,8,recorded
failure__51a96fdaee42bc42d6914f51,revision_v1_robustness_v2_payload_fidelity_v2__2a2e2b72ca3bf5c9e1cd,revision_v1_primary_v2_payload_fidelity_v2__c5c29cfd51253a36d0de,raw_transmission,transformed_text_retokenized,line_endings,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_011,casual_conversation,0,raw_transmission,whitespace_or_markup_tokenization_divergence,line_endings,descriptive_first_divergence_not_causal_proof,0,1035.0,60579.0,8,,16,False,False,True,fb47916f6f2d7e49bf52943d1ae7f3d7e064a148f69aadc66aa3d8558089b0c2,0,8,recorded
failure__edbd492137c15773e1983274,revision_v1_robustness_v2_payload_fidelity_v2__b2c1c169c02e8a6fec52,revision_v1_primary_v2_payload_fidelity_v2__c5c29cfd51253a36d0de,raw_transmission,transformed_text_retokenized,whitespace_trim,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_011,casual_conversation,2,raw_transmission,whitespace_or_markup_tokenization_divergence,whitespace_trim,descriptive_first_divergence_not_causal_proof,0,5560.0,10464.0,9,5926.0,16,True,False,False,979690eefcf7386fa0fd4e9c83f5cf417d6961a7eb2e42098933c0b7b9764308,0,8,recorded
failure__963973843581c434493feef2,revision_v1_robustness_v2_payload_fidelity_v2__3fe1c1ed6c70dcc5954d,revision_v1_primary_v2_payload_fidelity_v2__c5c29cfd51253a36d0de,raw_transmission,transformed_text_retokenized,whitespace_collapse,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_011,casual_conversation,0,raw_transmission,whitespace_or_markup_tokenization_divergence,whitespace_collapse,descriptive_first_divergence_not_causal_proof,0,1035.0,334.0,8,7.0,16,False,False,False,fb47916f6f2d7e49bf52943d1ae7f3d7e064a148f69aadc66aa3d8558089b0c2,0,8,recorded
failure__b2217cf6c24d41a6896b2669,revision_v1_robustness_v2_payload_fidelity_v2__0f31e6ad73d8140292e8,revision_v1_primary_v2_payload_fidelity_v2__c5c29cfd51253a36d0de,raw_transmission,transformed_text_retokenized,markdown_copy_paste,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_011,casual_conversation,0,raw_transmission,whitespace_or_markup_tokenization_divergence,markdown_copy_paste,descriptive_first_divergence_not_causal_proof,0,1035.0,29.0,8,,16,False,False,True,fb47916f6f2d7e49bf52943d1ae7f3d7e064a148f69aadc66aa3d8558089b0c2,0,8,recorded
failure__c7b2a972666834d56ab1a852,revision_v1_robustness_v2_payload_fidelity_v2__4cd200a7102204f0f5ff,revision_v1_primary_v2_payload_fidelity_v2__c5c29cfd51253a36d0de,raw_transmission,transformed_text_retokenized,character_insertion,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_011,casual_conversation,4,raw_transmission,content_edit_tokenization_divergence,character_insertion,descriptive_first_divergence_not_causal_proof,1,6153.0,32.0,15,17.0,16,True,False,False,55ccec68854352746c2089208c54da9e0b24ac8c3f03cec88e3a7b028661ebf5,0,8,recorded
failure__c1d88adca82e3a0adc7be1b8,revision_v1_robustness_v2_payload_fidelity_v2__1beafd9d98b06a8a2680,revision_v1_primary_v2_payload_fidelity_v2__c5c29cfd51253a36d0de,raw_transmission,transformed_text_retokenized,character_deletion,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_011,casual_conversation,7,raw_transmission,content_edit_tokenization_divergence,character_deletion,descriptive_first_divergence_not_causal_proof,4,1925.0,893.0,12,2438.0,16,True,False,False,3af9a0570b18a7e4a63bbf9d1171588e71a2f6f04cdcc163afa7c759ebabcb74,0,8,recorded
failure__7e341bc0ce29e97b05861f33,revision_v1_robustness_v2_payload_fidelity_v2__836279ea4794f5838887,revision_v1_primary_v2_payload_fidelity_v2__c5c29cfd51253a36d0de,raw_transmission,transformed_text_retokenized,character_substitution,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_011,casual_conversation,4,raw_transmission,content_edit_tokenization_divergence,character_substitution,descriptive_first_divergence_not_causal_proof,2,27666.0,3543.0,12,8861.0,16,True,False,False,55ccec68854352746c2089208c54da9e0b24ac8c3f03cec88e3a7b028661ebf5,0,8,recorded
failure__19cd94b464a3b7dd65fb3e45,revision_v1_robustness_v2_payload_fidelity_v2__85f8cc24a3c7232a62d3,revision_v1_primary_v2_payload_fidelity_v2__c5c29cfd51253a36d0de,raw_transmission,transformed_text_retokenized,token_deletion,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_011,casual_conversation,1,raw_transmission,content_edit_tokenization_divergence,token_deletion,descriptive_first_divergence_not_causal_proof,5,258.0,12821.0,15,4159.0,16,True,False,False,3af9a0570b18a7e4a63bbf9d1171588e71a2f6f04cdcc163afa7c759ebabcb74,0,8,recorded
failure__c93260fa6278e5caa2b745a5,revision_v1_robustness_v2_payload_fidelity_v2__cf772dcaae076e3f8fc6,revision_v1_primary_v2_payload_fidelity_v2__c5c29cfd51253a36d0de,raw_transmission,transformed_text_retokenized,paraphrase,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_011,casual_conversation,0,raw_transmission,semantic_rewrite_divergence,paraphrase transformation,descriptive_first_divergence_not_causal_proof,0,1035.0,358.0,8,16.0,16,False,False,False,fb47916f6f2d7e49bf52943d1ae7f3d7e064a148f69aadc66aa3d8558089b0c2,0,8,recorded
failure__4085eb92ad9f7c559de8f298,revision_v1_robustness_v2_payload_fidelity_v2__89be3ad18348efaf694f,revision_v1_primary_v2_payload_fidelity_v2__d2ba74e64f5e1a82782a,raw_transmission,transformed_text_retokenized,line_endings,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_000,forum_question_answer,0,raw_transmission,whitespace_or_markup_tokenization_divergence,line_endings,descriptive_first_divergence_not_causal_proof,0,633.0,2634.0,5,,16,False,False,True,979690eefcf7386fa0fd4e9c83f5cf417d6961a7eb2e42098933c0b7b9764308,0,8,recorded
failure__3fa0e4d980a904b22a9c33db,revision_v1_robustness_v2_payload_fidelity_v2__f16c8dc95330e93f2f72,revision_v1_primary_v2_payload_fidelity_v2__d2ba74e64f5e1a82782a,raw_transmission,transformed_text_retokenized,whitespace_trim,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_000,forum_question_answer,1,raw_transmission,whitespace_or_markup_tokenization_divergence,whitespace_trim,descriptive_first_divergence_not_causal_proof,0,320.0,7.0,8,51325.0,16,True,False,False,a585245b1aafaeb12bb26254c1a8bb50842f9a2b9cc8182a59d754933a0d7b16,0,8,recorded
failure__ef4b9b08772336a174840a01,revision_v1_robustness_v2_payload_fidelity_v2__d5b6f010c77e8e5124ed,revision_v1_primary_v2_payload_fidelity_v2__d2ba74e64f5e1a82782a,raw_transmission,transformed_text_retokenized,whitespace_collapse,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_000,forum_question_answer,0,raw_transmission,whitespace_or_markup_tokenization_divergence,whitespace_collapse,descriptive_first_divergence_not_causal_proof,0,633.0,92.0,5,24.0,16,True,False,False,979690eefcf7386fa0fd4e9c83f5cf417d6961a7eb2e42098933c0b7b9764308,0,8,recorded
failure__9746c9b4c7164fe8feefad2a,revision_v1_robustness_v2_payload_fidelity_v2__33a3883d20b2a8059901,revision_v1_primary_v2_payload_fidelity_v2__d2ba74e64f5e1a82782a,raw_transmission,transformed_text_retokenized,quote_conversion,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_000,forum_question_answer,0,raw_transmission,quotation_tokenization_divergence,quote_conversion,descriptive_first_divergence_not_causal_proof,3,330.0,1054.0,5,101.0,16,True,False,False,979690eefcf7386fa0fd4e9c83f5cf417d6961a7eb2e42098933c0b7b9764308,0,8,recorded
failure__ad3871c296222a16edc07bff,revision_v1_robustness_v2_payload_fidelity_v2__10191f25dab98be8985b,revision_v1_primary_v2_payload_fidelity_v2__d2ba74e64f5e1a82782a,raw_transmission,transformed_text_retokenized,markdown_copy_paste,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_000,forum_question_answer,0,raw_transmission,whitespace_or_markup_tokenization_divergence,markdown_copy_paste,descriptive_first_divergence_not_causal_proof,0,633.0,29.0,5,,16,False,False,True,979690eefcf7386fa0fd4e9c83f5cf417d6961a7eb2e42098933c0b7b9764308,0,8,recorded
failure__077ef9840ce229a87ec872a3,revision_v1_robustness_v2_payload_fidelity_v2__f5bd69767f87ea27f5cb,revision_v1_primary_v2_payload_fidelity_v2__d2ba74e64f5e1a82782a,raw_transmission,transformed_text_retokenized,paraphrase,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_000,forum_question_answer,0,raw_transmission,semantic_rewrite_divergence,paraphrase transformation,descriptive_first_divergence_not_causal_proof,0,633.0,13935.0,5,32123.0,16,True,False,False,979690eefcf7386fa0fd4e9c83f5cf417d6961a7eb2e42098933c0b7b9764308,0,8,recorded
failure__a8ade27a8570fcc0898f5ef8,revision_v1_robustness_v2_payload_fidelity_v2__4446f3ecb34d19f080e2,revision_v1_primary_v2_payload_fidelity_v2__c6dc1fffdbbcfc82b859,raw_transmission,transformed_text_retokenized,line_endings,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_001,recipe_procedure,0,raw_transmission,whitespace_or_markup_tokenization_divergence,line_endings,descriptive_first_divergence_not_causal_proof,0,1473.0,33080.0,3,,16,False,False,True,a585245b1aafaeb12bb26254c1a8bb50842f9a2b9cc8182a59d754933a0d7b16,0,8,recorded
failure__7ad611d3fff505c2b90f16ad,revision_v1_robustness_v2_payload_fidelity_v2__8b4f839f837e112c6fe4,revision_v1_primary_v2_payload_fidelity_v2__c6dc1fffdbbcfc82b859,raw_transmission,transformed_text_retokenized,whitespace_trim,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_001,recipe_procedure,0,raw_transmission,whitespace_or_markup_tokenization_divergence,whitespace_trim,descriptive_first_divergence_not_causal_proof,0,13688.0,13617.0,3,950.0,16,True,False,False,a585245b1aafaeb12bb26254c1a8bb50842f9a2b9cc8182a59d754933a0d7b16,0,8,recorded
failure__11136e6a27c7ecf5873a21bb,revision_v1_robustness_v2_payload_fidelity_v2__6ba484cac8c2592a7624,revision_v1_primary_v2_payload_fidelity_v2__c6dc1fffdbbcfc82b859,raw_transmission,transformed_text_retokenized,whitespace_collapse,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_001,recipe_procedure,0,raw_transmission,whitespace_or_markup_tokenization_divergence,whitespace_collapse,descriptive_first_divergence_not_causal_proof,0,13688.0,13617.0,3,950.0,16,True,False,False,a585245b1aafaeb12bb26254c1a8bb50842f9a2b9cc8182a59d754933a0d7b16,0,8,recorded
failure__883bfe7e61834820f8aee3b2,revision_v1_robustness_v2_payload_fidelity_v2__726054917b54c310d5e1,revision_v1_primary_v2_payload_fidelity_v2__c6dc1fffdbbcfc82b859,raw_transmission,transformed_text_retokenized,quote_conversion,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_001,recipe_procedure,0,raw_transmission,quotation_tokenization_divergence,quote_conversion,descriptive_first_divergence_not_causal_proof,4,66220.0,93673.0,4,149.0,16,True,False,False,a585245b1aafaeb12bb26254c1a8bb50842f9a2b9cc8182a59d754933a0d7b16,0,8,recorded
failure__1b7c18f78a44c375ec36deea,revision_v1_robustness_v2_payload_fidelity_v2__9d5646dff21f877d0633,revision_v1_primary_v2_payload_fidelity_v2__c6dc1fffdbbcfc82b859,raw_transmission,transformed_text_retokenized,markdown_copy_paste,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_001,recipe_procedure,0,raw_transmission,whitespace_or_markup_tokenization_divergence,markdown_copy_paste,descriptive_first_divergence_not_causal_proof,0,13688.0,29.0,3,,16,False,False,True,a585245b1aafaeb12bb26254c1a8bb50842f9a2b9cc8182a59d754933a0d7b16,0,8,recorded
failure__7f56cc6ffa0bf043f0f297ed,revision_v1_robustness_v2_payload_fidelity_v2__b5cd1cc8455e76de0a5e,revision_v1_primary_v2_payload_fidelity_v2__c6dc1fffdbbcfc82b859,raw_transmission,transformed_text_retokenized,character_insertion,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_001,recipe_procedure,0,raw_transmission,content_edit_tokenization_divergence,character_insertion,descriptive_first_divergence_not_causal_proof,7,6366.0,865.0,11,694.0,16,True,False,False,a585245b1aafaeb12bb26254c1a8bb50842f9a2b9cc8182a59d754933a0d7b16,0,8,recorded
failure__eeee78e4d74c482cdd966348,revision_v1_robustness_v2_payload_fidelity_v2__ef816e0c546e74a11f5d,revision_v1_primary_v2_payload_fidelity_v2__c6dc1fffdbbcfc82b859,raw_transmission,transformed_text_retokenized,character_substitution,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_001,recipe_procedure,2,raw_transmission,content_edit_tokenization_divergence,character_substitution,descriptive_first_divergence_not_causal_proof,3,3614.0,24620.0,3,239.0,16,True,False,False,e482688f384ca828a7b2fb6a2b1a729ee0c8c5cbfb36b7241d1092cd3accf152,0,8,recorded
failure__bf920402404f1f3de7dbbd3b,revision_v1_robustness_v2_payload_fidelity_v2__8f6bbd75d151c9ae5925,revision_v1_primary_v2_payload_fidelity_v2__c6dc1fffdbbcfc82b859,raw_transmission,transformed_text_retokenized,token_deletion,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_001,recipe_procedure,0,raw_transmission,content_edit_tokenization_divergence,token_deletion,descriptive_first_divergence_not_causal_proof,6,420.0,6366.0,11,196.0,16,True,False,False,a585245b1aafaeb12bb26254c1a8bb50842f9a2b9cc8182a59d754933a0d7b16,0,8,recorded
failure__af4b0f2a614bf0833a8cd507,revision_v1_robustness_v2_payload_fidelity_v2__d11909d51aca3ff48511,revision_v1_primary_v2_payload_fidelity_v2__c6dc1fffdbbcfc82b859,raw_transmission,transformed_text_retokenized,paraphrase,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_001,recipe_procedure,0,raw_transmission,semantic_rewrite_divergence,paraphrase transformation,descriptive_first_divergence_not_causal_proof,0,13688.0,22991.0,3,53.0,16,True,False,False,a585245b1aafaeb12bb26254c1a8bb50842f9a2b9cc8182a59d754933a0d7b16,0,8,recorded
failure__af84dd719782cbfae1a84c9c,revision_v1_robustness_v2_payload_fidelity_v2__3338e427a989f2e74259,revision_v1_primary_v2_payload_fidelity_v2__f14de4ff7fb990b512b6,raw_transmission,transformed_text_retokenized,line_endings,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_002,personal_narrative_blog,0,raw_transmission,whitespace_or_markup_tokenization_divergence,line_endings,descriptive_first_divergence_not_causal_proof,0,382.0,18304.0,12,,16,False,False,True,55ccec68854352746c2089208c54da9e0b24ac8c3f03cec88e3a7b028661ebf5,0,8,recorded
failure__710940f90b160aa46931a181,revision_v1_robustness_v2_payload_fidelity_v2__d136151519946ccd2abf,revision_v1_primary_v2_payload_fidelity_v2__f14de4ff7fb990b512b6,raw_transmission,transformed_text_retokenized,whitespace_trim,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_002,personal_narrative_blog,0,raw_transmission,whitespace_or_markup_tokenization_divergence,whitespace_trim,descriptive_first_divergence_not_causal_proof,0,2893.0,3513.0,12,12322.0,16,True,False,False,55ccec68854352746c2089208c54da9e0b24ac8c3f03cec88e3a7b028661ebf5,0,8,recorded
failure__f28c684359f76a888ea8fb18,revision_v1_robustness_v2_payload_fidelity_v2__a8bfbbef498823006dd8,revision_v1_primary_v2_payload_fidelity_v2__f14de4ff7fb990b512b6,raw_transmission,transformed_text_retokenized,whitespace_collapse,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_002,personal_narrative_blog,0,raw_transmission,whitespace_or_markup_tokenization_divergence,whitespace_collapse,descriptive_first_divergence_not_causal_proof,0,2893.0,3513.0,12,12322.0,16,True,False,False,55ccec68854352746c2089208c54da9e0b24ac8c3f03cec88e3a7b028661ebf5,0,8,recorded
failure__0554d71f87df574e3f96f796,revision_v1_robustness_v2_payload_fidelity_v2__ed51f78a8fa9c0eaabb0,revision_v1_primary_v2_payload_fidelity_v2__f14de4ff7fb990b512b6,raw_transmission,transformed_text_retokenized,markdown_copy_paste,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_002,personal_narrative_blog,0,raw_transmission,whitespace_or_markup_tokenization_divergence,markdown_copy_paste,descriptive_first_divergence_not_causal_proof,0,2893.0,29.0,12,,16,False,False,True,55ccec68854352746c2089208c54da9e0b24ac8c3f03cec88e3a7b028661ebf5,0,8,recorded
failure__76574fbac56f8ca5d37e7278,revision_v1_robustness_v2_payload_fidelity_v2__0145cc046a9586451422,revision_v1_primary_v2_payload_fidelity_v2__f14de4ff7fb990b512b6,raw_transmission,transformed_text_retokenized,character_insertion,none,llama3_8b_instruct_q4_k_m,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_002,personal_narrative_blog,0,raw_transmission,content_edit_tokenization_divergence,character_insertion,descriptive_first_divergence_not_causal_proof,6,3639.0,1254.0,6,1563.0,16,True,False,False,55ccec68854352746c2089208c54da9e0b24ac8c3f03cec88e3a7b028661ebf5,0,8,recorded
